time stamp,tool,script,#,language,grammar,string,length,algorithm,result,TLex,TLChoose,TParse,TPChoose,TSelect,TTerm,tweN,tweE,lexes,GSS SN,GSS EN,GGS E,SPPF Eps,SPPF T,SPPF NT,SPPF Inter,SPPF PN,SPPF Edge,Pool,H0,H1,H2,H3,H4,H5,H6+ 
14/07/2024-22:55:56.05,gtb_bcc32,brnglr.gtb,1,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.09,gtb_bcc32,brnglr.gtb,2,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.16,gtb_bcc32,brnglr.gtb,3,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.20,gtb_bcc32,brnglr.gtb,4,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.26,gtb_bcc32,brnglr.gtb,5,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.31,gtb_bcc32,brnglr.gtb,6,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.37,gtb_bcc32,brnglr.gtb,7,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.42,gtb_bcc32,brnglr.gtb,8,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.48,gtb_bcc32,brnglr.gtb,9,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.015000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.53,gtb_bcc32,brnglr.gtb,10,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.59,gtb_bcc32,earley.gtb,1,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.61,gtb_bcc32,earley.gtb,2,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.62,gtb_bcc32,earley.gtb,3,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.64,gtb_bcc32,earley.gtb,4,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.66,gtb_bcc32,earley.gtb,5,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.67,gtb_bcc32,earley.gtb,6,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.69,gtb_bcc32,earley.gtb,7,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.70,gtb_bcc32,earley.gtb,8,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.72,gtb_bcc32,earley.gtb,9,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.73,gtb_bcc32,earley.gtb,10,ambiguityTest,rhul/gamma3,rhul/b.020,40,Earley,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2024-22:55:56.75,gtb_bcc32_O3,brnglr.gtb,1,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.81,gtb_bcc32_O3,brnglr.gtb,2,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.86,gtb_bcc32_O3,brnglr.gtb,3,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
14/07/2024-22:55:56.92,gtb_bcc32_O3,brnglr.gtb,4,ambiguityTest,rhul/gamma3,rhul/b.020,40,BRNGLR,Accept,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0,78,18,1049,1,20,210,171,3573,10813
